0,1,2,3,4,5,6,7,verb,sentence,child,itr
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DECLARATIVE,0,andy,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,IMPERATIVE,0,andy,0
0.504728101799005,0.5011861994396839,0.4977168017747734,0.5032566662476347,0.5006014868069417,0.49782344637251735,0.49860034029441425,0.5000046402614235,know,0,andy,0
0.4983244802702057,0.49568951212653956,0.5017258937229838,0.4996339388302294,0.5007131444494123,0.4982152312630913,0.49967394966715967,0.49358984732477135,like,0,andy,0
0.4996140991023565,0.49910358982510994,0.4996136540439849,0.49999382643594287,0.5061076901508543,0.5033670118067463,0.5045252575656746,0.5021885797462414,need,0,andy,0
0.500843673239621,0.49958296361527665,0.5005360089633362,0.5018171526780995,0.4961368024993565,0.49943662486889323,0.5005479826977604,0.49738956322155836,remember,0,andy,0
0.4989883373597541,0.49914052110337376,0.4972702454268635,0.49918983667010064,0.5011792475121581,0.49679614402821937,0.5017881104362389,0.49698806734453016,say,0,andy,0
0.4992381798837942,0.49792241287012723,0.5042017096166225,0.5036893945326774,0.49595890810842885,0.49914181096234683,0.5026280291170329,0.5034994226819439,see,0,andy,0
0.4980992790064312,0.503611931495976,0.4962170579303807,0.5044300523013739,0.4991795696707339,0.5034614740672181,0.49726076774213435,0.5016202067078956,tell,0,andy,0
0.5037923825638116,0.49749935350770114,0.500754722867028,0.5006385879667041,0.50009189949444,0.5022437350850415,0.5008281716427104,0.5021685503784821,think,0,andy,0
0.5001866292231905,0.4979708702367549,0.5024400162080519,0.5002426122020752,0.5031919621720385,0.50020248026424,0.5004530189063086,0.5017651208683099,try,0,andy,0
0.4996708032041266,0.49740593176914616,0.49745338750048723,0.500680638962307,0.505580292614801,0.49812055144473943,0.5031981475320412,0.496866245174246,want,0,andy,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DECLARATIVE,1,andy,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,IMPERATIVE,1,andy,0
0.49928547937909096,0.4760458605982126,0.5458423933169322,0.5530697099298354,0.5497261643605699,0.5457840097284214,0.5469537400015858,0.5485133025975866,know,1,andy,0
0.4945929914461972,0.4966403711701363,0.5153052278198933,0.5125314187857315,0.5139639784482647,0.5105805130003915,0.512609917945047,0.5044154883690125,like,1,andy,0
0.482382678089331,0.5045390267356334,0.516308281313748,0.516882389969832,0.524951879870971,0.521219998261026,0.5229886609042677,0.5196945875766388,need,1,andy,0
0.5194774002822562,0.5023205991592568,0.5022857782141799,0.503948835142439,0.4965167828968001,0.5008589547231556,0.5022551708417877,0.49806849267645553,remember,1,andy,0
0.4942262869161337,0.49981541626982784,0.4956880288665187,0.4982617129712637,0.5008950294411307,0.49502675869835305,0.5017375889121377,0.4952918533731227,say,1,andy,0
0.5281365439819669,0.48203937768693855,0.5661484459307111,0.5651642000396877,0.555351327765591,0.559303349561064,0.5637861894280776,0.5647168485603484,see,1,andy,0
0.4909829074481222,0.5060994145377943,0.5610122475909337,0.5718930335608041,0.5651606651992271,0.5704613147656937,0.562655871501142,0.5681655350644638,tell,1,andy,0
0.5580508714532599,0.46023573019377967,0.5671216490876724,0.566927476866945,0.5668822371209326,0.5694608588297705,0.5675908484808364,0.5689122930662809,think,1,andy,0
0.5109381826814873,0.5137532666369107,0.5260658834488358,0.5232102604185623,0.5273394298285312,0.5230678877105606,0.5236366009055613,0.525385014088238,try,1,andy,0
0.425710763494751,0.580790707936328,0.616851423532899,0.6224480892729527,0.6308604307089046,0.6173076323970687,0.6269098662860165,0.6199880531313482,want,1,andy,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DECLARATIVE,2,andy,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,IMPERATIVE,2,andy,0
